"team","eventname","score_change","score","event","ranking","region"
"Veloce Esports","spr_reg2",130,1840,10,2,"mena"
"Veloce Esports","spr_reg3",300,2140,11,2,"mena"
"Veloce Esports","spr_maj",0,2140,12,2,"mena"
"01 Esports","fall_reg1",250,250,1,2,"mena"
"01 Esports","fall_reg2",250,500,2,2,"mena"
"01 Esports","fall_reg3",150,650,3,2,"mena"
"01 Esports","fall_maj",0,650,4,2,"mena"
"01 Esports","win_reg1",260,910,5,2,"mena"
"01 Esports","win_reg2",190,1100,6,2,"mena"
"01 Esports","win_reg3",300,1400,7,2,"mena"
"01 Esports","win_maj",0,1400,8,2,"mena"
"01 Esports","spr_reg1",250,1650,9,3,"mena"
"01 Esports","spr_reg2",180,1830,10,3,"mena"
"01 Esports","spr_reg3",180,2010,11,3,"mena"
"01 Esports","spr_maj",0,2010,12,3,"mena"
"KINGS Esports","fall_reg1",110,110,1,10,"mena"
"KINGS Esports","fall_reg2",200,310,2,5,"mena"
"KINGS Esports","fall_reg3",200,510,3,5,"mena"
"KINGS Esports","fall_maj",0,510,4,5,"mena"
"KINGS Esports","win_reg1",160,670,5,4,"mena"
"KINGS Esports","win_reg2",160,830,6,5,"mena"
"KINGS Esports","win_reg3",190,1020,7,5,"mena"
"KINGS Esports","win_maj",0,1020,8,5,"mena"
"KINGS Esports","spr_reg1",210,1230,9,5,"mena"
"KINGS Esports","spr_reg2",300,1530,10,4,"mena"
"KINGS Esports","spr_reg3",210,1740,11,4,"mena"
"KINGS Esports","spr_maj",0,1740,12,4,"mena"
"SCYTES","fall_reg1",150,150,1,6,"mena"
"SCYTES","fall_reg2",150,300,2,7,"mena"
"SCYTES","fall_reg3",70,370,3,7,"mena"
"SCYTES","fall_maj",0,370,4,7,"mena"
"SCYTES","win_reg1",300,670,5,5,"mena"
"SCYTES","win_reg2",300,970,6,4,"mena"
"SCYTES","win_reg3",160,1130,7,4,"mena"
"SCYTES","win_maj",0,1130,8,4,"mena"
"SCYTES","spr_reg1",180,1310,9,4,"mena"
"SCYTES","spr_reg2",210,1520,10,5,"mena"
"SCYTES","spr_reg3",130,1650,11,5,"mena"
"SCYTES","spr_maj",0,1650,12,5,"mena"
"Twisted Minds","fall_reg1",150,150,1,8,"mena"
"Twisted Minds","fall_reg2",110,260,2,9,"mena"
"Twisted Minds","fall_reg3",110,370,3,8,"mena"
"Twisted Minds","fall_maj",0,370,4,8,"mena"
"Twisted Minds","win_reg1",190,560,5,6,"mena"
"Twisted Minds","win_reg2",160,720,6,6,"mena"
"Twisted Minds","win_reg3",110,830,7,6,"mena"
"Twisted Minds","win_maj",0,830,8,6,"mena"
"Twisted Minds","spr_reg1",80,910,9,6,"mena"
"Twisted Minds","spr_reg2",130,1040,10,6,"mena"
"Twisted Minds","spr_reg3",250,1290,11,7,"mena"
"Twisted Minds","spr_maj",0,1290,12,7,"mena"
"ANKAA","fall_reg1",200,200,1,3,"mena"
"ANKAA","fall_reg2",150,350,2,4,"mena"
"ANKAA","fall_reg3",200,550,3,4,"mena"
"ANKAA","fall_maj",0,550,4,4,"mena"
"ANKAA","win_reg1",-550,0,5,20,"mena"
"ANKAA","win_reg2",220,220,6,11,"mena"
"ANKAA","win_reg3",220,440,7,9,"mena"
"ANKAA","win_maj",0,440,8,9,"mena"
"ANKAA","spr_reg1",210,650,9,8,"mena"
"ANKAA","spr_reg2",250,900,10,8,"mena"
"ANKAA","spr_reg3",210,1110,11,8,"mena"
"ANKAA","spr_maj",0,1110,12,8,"mena"
"Cola","fall_reg1",0,0,1,19,"mena"
"Cola","fall_reg2",0,0,2,20,"mena"
"Cola","fall_reg3",0,0,3,20,"mena"
"Cola","fall_maj",0,0,4,20,"mena"
"Cola","win_reg1",220,220,5,13,"mena"
"Cola","win_reg2",0,220,6,12,"mena"
"Cola","win_reg3",110,330,7,11,"mena"
"Cola","win_maj",0,330,8,11,"mena"
"Cola","spr_reg1",300,630,9,9,"mena"
"Cola","spr_reg2",350,980,10,7,"mena"
"Cola","spr_reg3",350,1330,11,6,"mena"
"Cola","spr_maj",0,1330,12,6,"mena"
"Onyx Ravens","fall_reg1",0,0,1,27,"mena"
"Onyx Ravens","fall_reg2",110,110,2,13,"mena"
"Onyx Ravens","fall_reg3",150,260,3,9,"mena"
"Onyx Ravens","fall_maj",0,260,4,9,"mena"
"Onyx Ravens","win_reg1",160,420,5,8,"mena"
"Onyx Ravens","win_reg2",110,530,6,7,"mena"
"Onyx Ravens","win_reg3",110,640,7,7,"mena"
"Onyx Ravens","win_maj",0,640,8,7,"mena"
"Onyx Ravens","spr_reg1",130,770,9,7,"mena"
"Onyx Ravens","spr_reg2",80,850,10,9,"mena"
"Onyx Ravens","spr_reg3",180,1030,11,9,"mena"
"Onyx Ravens","spr_maj",0,1030,12,9,"mena"
"966","fall_reg1",0,0,1,18,"mena"
"966","fall_reg2",0,0,2,19,"mena"
"966","fall_reg3",0,0,3,19,"mena"
"966","fall_maj",0,0,4,19,"mena"
"966","win_reg1",110,110,5,14,"mena"
"966","win_reg2",190,300,6,9,"mena"
"966","win_reg3",160,460,7,8,"mena"
"966","win_maj",0,460,8,8,"mena"
"966","spr_reg1",130,590,9,10,"mena"
"966","spr_reg2",180,770,10,10,"mena"
"966","spr_reg3",130,900,11,10,"mena"
"966","spr_maj",0,900,12,10,"mena"
"25eSports","fall_reg1",0,0,1,17,"mena"
"25eSports","fall_reg2",70,70,2,14,"mena"
"25eSports","fall_reg3",70,140,3,15,"mena"
"25eSports","fall_maj",0,140,4,15,"mena"
"25eSports","win_reg1",110,250,5,12,"mena"
"25eSports","win_reg2",60,310,6,8,"mena"
"25eSports","win_reg3",110,420,7,10,"mena"
"25eSports","win_maj",0,420,8,10,"mena"
"25eSports","spr_reg1",130,550,9,11,"mena"
"25eSports","spr_reg2",130,680,10,11,"mena"
"25eSports","spr_reg3",80,760,11,11,"mena"
"25eSports","spr_maj",0,760,12,11,"mena"
"Miracle Makers","fall_reg1",0,0,1,23,"mena"
"Miracle Makers","fall_reg2",0,0,2,24,"mena"
"Miracle Makers","fall_reg3",0,0,3,24,"mena"
"Miracle Makers","fall_maj",0,0,4,24,"mena"
"Miracle Makers","win_reg1",0,0,5,24,"mena"
"Miracle Makers","win_reg2",0,0,6,26,"mena"
"Miracle Makers","win_reg3",190,190,7,14,"mena"
"Miracle Makers","win_maj",0,190,8,14,"mena"
"Miracle Makers","spr_reg1",180,370,9,12,"mena"
"Miracle Makers","spr_reg2",210,580,10,12,"mena"
"Miracle Makers","spr_reg3",130,710,11,12,"mena"
"Miracle Makers","spr_maj",0,710,12,12,"mena"
"Dillon Esports","fall_reg1",0,0,1,20,"mena"
"Dillon Esports","fall_reg2",40,40,2,18,"mena"
"Dillon Esports","fall_reg3",0,40,3,17,"mena"
"Dillon Esports","fall_maj",0,40,4,17,"mena"
"Dillon Esports","win_reg1",60,100,5,16,"mena"
"Dillon Esports","win_reg2",110,210,6,13,"mena"
"Dillon Esports","win_reg3",60,270,7,12,"mena"
"Dillon Esports","win_maj",0,270,8,12,"mena"
"Dillon Esports","spr_reg1",0,270,9,13,"mena"
"Dillon Esports","spr_reg2",80,350,10,13,"mena"
"Dillon Esports","spr_reg3",0,350,11,13,"mena"
"Dillon Esports","spr_maj",0,350,12,13,"mena"
"Knights Gaming","fall_reg1",0,0,1,22,"mena"
"Knights Gaming","fall_reg2",0,0,2,23,"mena"
"Knights Gaming","fall_reg3",0,0,3,23,"mena"
"Knights Gaming","fall_maj",0,0,4,23,"mena"
"Knights Gaming","win_reg1",0,0,5,23,"mena"
"Knights Gaming","win_reg2",0,0,6,25,"mena"
"Knights Gaming","win_reg3",0,0,7,24,"mena"
"Knights Gaming","win_maj",0,0,8,24,"mena"
"Knights Gaming","spr_reg1",80,80,9,19,"mena"
"Knights Gaming","spr_reg2",80,160,10,16,"mena"
"Knights Gaming","spr_reg3",80,240,11,15,"mena"
"Knights Gaming","spr_maj",0,240,12,15,"mena"
"Mythical","fall_reg1",0,0,1,24,"mena"
"Mythical","fall_reg2",0,0,2,25,"mena"
"Mythical","fall_reg3",0,0,3,25,"mena"
"Mythical","fall_maj",0,0,4,25,"mena"
"Mythical","win_reg1",0,0,5,25,"mena"
"Mythical","win_reg2",0,0,6,27,"mena"
"Mythical","win_reg3",60,60,7,19,"mena"
"Mythical","win_maj",0,60,8,19,"mena"
"Mythical","spr_reg1",80,140,9,15,"mena"
"Mythical","spr_reg2",80,220,10,15,"mena"
"Mythical","spr_reg3",0,220,11,16,"mena"
"Mythical","spr_maj",0,220,12,16,"mena"
"Nightmare","fall_reg1",0,0,1,26,"mena"
"Nightmare","fall_reg2",0,0,2,27,"mena"
"Nightmare","fall_reg3",0,0,3,27,"mena"
"Nightmare","fall_maj",0,0,4,27,"mena"
"Nightmare","win_reg1",0,0,5,27,"mena"
"Nightmare","win_reg2",60,60,6,18,"mena"
"Nightmare","win_reg3",-60,0,7,25,"mena"
"Nightmare","win_maj",0,0,8,25,"mena"
"Nightmare","spr_reg1",0,0,9,26,"mena"
"Nightmare","spr_reg2",130,130,10,17,"mena"
"Nightmare","spr_reg3",80,210,11,17,"mena"
"Nightmare","spr_maj",0,210,12,17,"mena"
"YT Spoilers","fall_reg1",0,0,1,39,"mena"
"YT Spoilers","fall_reg2",0,0,2,39,"mena"
"YT Spoilers","fall_reg3",0,0,3,39,"mena"
"YT Spoilers","fall_maj",0,0,4,39,"mena"
"YT Spoilers","win_reg1",0,0,5,39,"mena"
"YT Spoilers","win_reg2",0,0,6,39,"mena"
"YT Spoilers","win_reg3",0,0,7,39,"mena"
"YT Spoilers","win_maj",0,0,8,39,"mena"
"YT Spoilers","spr_reg1",80,80,9,20,"mena"
"YT Spoilers","spr_reg2",0,80,10,21,"mena"
"YT Spoilers","spr_reg3",130,210,11,18,"mena"
"YT Spoilers","spr_maj",0,210,12,18,"mena"
"Triple Esports","fall_reg1",0,0,1,34,"mena"
"Triple Esports","fall_reg2",0,0,2,35,"mena"
"Triple Esports","fall_reg3",0,0,3,35,"mena"
"Triple Esports","fall_maj",0,0,4,35,"mena"
"Triple Esports","win_reg1",0,0,5,35,"mena"
"Triple Esports","win_reg2",0,0,6,38,"mena"
"Triple Esports","win_reg3",0,0,7,36,"mena"
"Triple Esports","win_maj",0,0,8,36,"mena"
"Triple Esports","spr_reg1",130,130,9,16,"mena"
"Triple Esports","spr_reg2",0,130,10,18,"mena"
"Triple Esports","spr_reg3",0,130,11,19,"mena"
"Triple Esports","spr_maj",0,130,12,19,"mena"
"Joga Bonito","fall_reg1",0,0,1,21,"mena"
"Joga Bonito","fall_reg2",0,0,2,22,"mena"
"Joga Bonito","fall_reg3",0,0,3,22,"mena"
"Joga Bonito","fall_maj",0,0,4,22,"mena"
"Joga Bonito","win_reg1",0,0,5,22,"mena"
"Joga Bonito","win_reg2",0,0,6,24,"mena"
"Joga Bonito","win_reg3",0,0,7,23,"mena"
"Joga Bonito","win_maj",0,0,8,23,"mena"
"Joga Bonito","spr_reg1",0,0,9,24,"mena"
"Joga Bonito","spr_reg2",0,0,10,25,"mena"
"Joga Bonito","spr_reg3",80,80,11,22,"mena"
"Joga Bonito","spr_maj",0,80,12,22,"mena"
"Cringe","fall_reg1",150,150,1,5,"mena"
"Cringe","fall_reg2",150,300,2,6,"mena"
"Cringe","fall_reg3",150,450,3,6,"mena"
"Cringe","fall_maj",0,450,4,6,"mena"
"Cringe","win_reg1",60,510,5,7,"mena"
"Cringe","win_reg2",-510,0,6,22,"mena"
"Cringe","win_reg3",0,0,7,21,"mena"
"Cringe","win_maj",0,0,8,21,"mena"
"Cringe","spr_reg1",0,0,9,22,"mena"
"Cringe","spr_reg2",0,0,10,23,"mena"
"Cringe","spr_reg3",0,0,11,24,"mena"
"Cringe","spr_maj",0,0,12,24,"mena"
"Invaders","fall_reg1",110,110,1,9,"mena"
"Invaders","fall_reg2",-110,0,2,21,"mena"
"Invaders","fall_reg3",0,0,3,21,"mena"
"Invaders","fall_maj",0,0,4,21,"mena"
"Invaders","win_reg1",0,0,5,21,"mena"
"Invaders","win_reg2",0,0,6,23,"mena"
"Invaders","win_reg3",0,0,7,22,"mena"
"Invaders","win_maj",0,0,8,22,"mena"
"Invaders","spr_reg1",0,0,9,23,"mena"
"Invaders","spr_reg2",0,0,10,24,"mena"
"Invaders","spr_reg3",0,0,11,25,"mena"
"Invaders","spr_maj",0,0,12,25,"mena"
"Msheireb Esports","fall_reg1",40,40,1,15,"mena"
"Msheireb Esports","fall_reg2",70,110,2,12,"mena"
"Msheireb Esports","fall_reg3",70,180,3,11,"mena"
"Msheireb Esports","fall_maj",0,180,4,11,"mena"
"Msheireb Esports","win_reg1",-70,110,5,15,"mena"
"Msheireb Esports","win_reg2",0,110,6,14,"mena"
"Msheireb Esports","win_reg3",0,110,7,16,"mena"
"Msheireb Esports","win_maj",0,110,8,16,"mena"
"Msheireb Esports","spr_reg1",0,110,9,18,"mena"
"Msheireb Esports","spr_reg2",0,110,10,20,"mena"
"Msheireb Esports","spr_reg3",0,110,11,21,"mena"
"Msheireb Esports","spr_maj",0,110,12,21,"mena"
"Night Crawlers","fall_reg1",0,0,1,25,"mena"
"Night Crawlers","fall_reg2",0,0,2,26,"mena"
"Night Crawlers","fall_reg3",0,0,3,26,"mena"
"Night Crawlers","fall_maj",0,0,4,26,"mena"
"Night Crawlers","win_reg1",0,0,5,26,"mena"
"Night Crawlers","win_reg2",0,0,6,28,"mena"
"Night Crawlers","win_reg3",60,60,7,20,"mena"
"Night Crawlers","win_maj",0,60,8,20,"mena"
"Night Crawlers","spr_reg1",-60,0,9,25,"mena"
"Night Crawlers","spr_reg2",0,0,10,26,"mena"
"Night Crawlers","spr_reg3",0,0,11,26,"mena"
"Night Crawlers","spr_maj",0,0,12,26,"mena"
"OwlArmy","fall_reg1",110,110,1,11,"mena"
"OwlArmy","fall_reg2",40,150,2,10,"mena"
"OwlArmy","fall_reg3",0,150,3,13,"mena"
"OwlArmy","fall_maj",0,150,4,13,"mena"
"OwlArmy","win_reg1",-150,0,5,28,"mena"
"OwlArmy","win_reg2",0,0,6,29,"mena"
"OwlArmy","win_reg3",0,0,7,26,"mena"
"OwlArmy","win_maj",0,0,8,26,"mena"
"OwlArmy","spr_reg1",0,0,9,27,"mena"
"OwlArmy","spr_reg2",0,0,10,27,"mena"
"OwlArmy","spr_reg3",0,0,11,27,"mena"
"OwlArmy","spr_maj",0,0,12,27,"mena"
"quadruple","fall_reg1",0,0,1,28,"mena"
"quadruple","fall_reg2",70,70,2,15,"mena"
"quadruple","fall_reg3",110,180,3,12,"mena"
"quadruple","fall_maj",0,180,4,12,"mena"
"quadruple","win_reg1",110,290,5,9,"mena"
"quadruple","win_reg2",-290,0,6,30,"mena"
"quadruple","win_reg3",0,0,7,27,"mena"
"quadruple","win_maj",0,0,8,27,"mena"
"quadruple","spr_reg1",0,0,9,28,"mena"
"quadruple","spr_reg2",0,0,10,28,"mena"
"quadruple","spr_reg3",0,0,11,28,"mena"
"quadruple","spr_maj",0,0,12,28,"mena"
"Rapzers Esports","fall_reg1",0,0,1,29,"mena"
"Rapzers Esports","fall_reg2",0,0,2,28,"mena"
"Rapzers Esports","fall_reg3",0,0,3,28,"mena"
"Rapzers Esports","fall_maj",0,0,4,28,"mena"
"Rapzers Esports","win_reg1",60,60,5,18,"mena"
"Rapzers Esports","win_reg2",-60,0,6,31,"mena"
"Rapzers Esports","win_reg3",0,0,7,28,"mena"
"Rapzers Esports","win_maj",0,0,8,28,"mena"
"Rapzers Esports","spr_reg1",0,0,9,29,"mena"
"Rapzers Esports","spr_reg2",0,0,10,29,"mena"
"Rapzers Esports","spr_reg3",0,0,11,29,"mena"
"Rapzers Esports","spr_maj",0,0,12,29,"mena"
"Rise Up","fall_reg1",0,0,1,30,"mena"
"Rise Up","fall_reg2",0,0,2,29,"mena"
"Rise Up","fall_reg3",40,40,3,18,"mena"
"Rise Up","fall_maj",0,40,4,18,"mena"
"Rise Up","win_reg1",-40,0,5,29,"mena"
"Rise Up","win_reg2",0,0,6,32,"mena"
"Rise Up","win_reg3",0,0,7,29,"mena"
"Rise Up","win_maj",0,0,8,29,"mena"
"Rise Up","spr_reg1",0,0,9,30,"mena"
"Rise Up","spr_reg2",0,0,10,30,"mena"
"Rise Up","spr_reg3",0,0,11,30,"mena"
"Rise Up","spr_maj",0,0,12,30,"mena"
"Ruin Your Day","fall_reg1",0,0,1,31,"mena"
"Ruin Your Day","fall_reg2",0,0,2,30,"mena"
"Ruin Your Day","fall_reg3",0,0,3,29,"mena"
"Ruin Your Day","fall_maj",0,0,4,29,"mena"
"Ruin Your Day","win_reg1",60,60,5,19,"mena"
"Ruin Your Day","win_reg2",0,60,6,19,"mena"
"Ruin Your Day","win_reg3",-60,0,7,30,"mena"
"Ruin Your Day","win_maj",0,0,8,30,"mena"
"Ruin Your Day","spr_reg1",0,0,9,31,"mena"
"Ruin Your Day","spr_reg2",0,0,10,31,"mena"
"Ruin Your Day","spr_reg3",0,0,11,31,"mena"
"Ruin Your Day","spr_maj",0,0,12,31,"mena"
"ruthlessly","fall_reg1",70,70,1,12,"mena"
"ruthlessly","fall_reg2",-70,0,2,31,"mena"
"ruthlessly","fall_reg3",0,0,3,30,"mena"
"ruthlessly","fall_maj",0,0,4,30,"mena"
"ruthlessly","win_reg1",0,0,5,30,"mena"
"ruthlessly","win_reg2",0,0,6,33,"mena"
"ruthlessly","win_reg3",0,0,7,31,"mena"
"ruthlessly","win_maj",0,0,8,31,"mena"
"ruthlessly","spr_reg1",0,0,9,32,"mena"
"ruthlessly","spr_reg2",0,0,10,32,"mena"
"ruthlessly","spr_reg3",0,0,11,32,"mena"
"ruthlessly","spr_maj",0,0,12,32,"mena"
"Saudi Hurricane","fall_reg1",0,0,1,32,"mena"
"Saudi Hurricane","fall_reg2",0,0,2,32,"mena"
"Saudi Hurricane","fall_reg3",150,150,3,14,"mena"
"Saudi Hurricane","fall_maj",0,150,4,14,"mena"
"Saudi Hurricane","win_reg1",110,260,5,10,"mena"
"Saudi Hurricane","win_reg2",-260,0,6,34,"mena"
"Saudi Hurricane","win_reg3",0,0,7,32,"mena"
"Saudi Hurricane","win_maj",0,0,8,32,"mena"
"Saudi Hurricane","spr_reg1",0,0,9,33,"mena"
"Saudi Hurricane","spr_reg2",0,0,10,33,"mena"
"Saudi Hurricane","spr_reg3",0,0,11,33,"mena"
"Saudi Hurricane","spr_maj",0,0,12,33,"mena"
"Slow Gang","fall_reg1",150,150,1,7,"mena"
"Slow Gang","fall_reg2",110,260,2,8,"mena"
"Slow Gang","fall_reg3",-260,0,3,31,"mena"
"Slow Gang","fall_maj",0,0,4,31,"mena"
"Slow Gang","win_reg1",0,0,5,31,"mena"
"Slow Gang","win_reg2",0,0,6,35,"mena"
"Slow Gang","win_reg3",0,0,7,33,"mena"
"Slow Gang","win_maj",0,0,8,33,"mena"
"Slow Gang","spr_reg1",0,0,9,34,"mena"
"Slow Gang","spr_reg2",0,0,10,34,"mena"
"Slow Gang","spr_reg3",0,0,11,34,"mena"
"Slow Gang","spr_maj",0,0,12,34,"mena"
"Sudor Esports","fall_reg1",70,70,1,13,"mena"
"Sudor Esports","fall_reg2",0,70,2,16,"mena"
"Sudor Esports","fall_reg3",-70,0,3,32,"mena"
"Sudor Esports","fall_maj",0,0,4,32,"mena"
"Sudor Esports","win_reg1",0,0,5,32,"mena"
"Sudor Esports","win_reg2",0,0,6,36,"mena"
"Sudor Esports","win_reg3",0,0,7,34,"mena"
"Sudor Esports","win_maj",0,0,8,34,"mena"
"Sudor Esports","spr_reg1",0,0,9,35,"mena"
"Sudor Esports","spr_reg2",0,0,10,35,"mena"
"Sudor Esports","spr_reg3",0,0,11,35,"mena"
"Sudor Esports","spr_maj",0,0,12,35,"mena"
"T2K","fall_reg1",0,0,1,33,"mena"
"T2K","fall_reg2",0,0,2,33,"mena"
"T2K","fall_reg3",0,0,3,33,"mena"
"T2K","fall_maj",0,0,4,33,"mena"
"T2K","win_reg1",0,0,5,33,"mena"
"T2K","win_reg2",110,110,6,15,"mena"
"T2K","win_reg3",0,110,7,17,"mena"
"T2K","win_maj",0,110,8,17,"mena"
"T2K","spr_reg1",-110,0,9,36,"mena"
"T2K","spr_reg2",0,0,10,36,"mena"
"T2K","spr_reg3",0,0,11,36,"mena"
"T2K","spr_maj",0,0,12,36,"mena"
"Tornado","fall_reg1",40,40,1,16,"mena"
"Tornado","fall_reg2",-40,0,2,34,"mena"
"Tornado","fall_reg3",0,0,3,34,"mena"
"Tornado","fall_maj",0,0,4,34,"mena"
"Tornado","win_reg1",0,0,5,34,"mena"
"Tornado","win_reg2",0,0,6,37,"mena"
"Tornado","win_reg3",0,0,7,35,"mena"
"Tornado","win_maj",0,0,8,35,"mena"
"Tornado","spr_reg1",0,0,9,37,"mena"
"Tornado","spr_reg2",0,0,10,37,"mena"
"Tornado","spr_reg3",0,0,11,37,"mena"
"Tornado","spr_maj",0,0,12,37,"mena"
"Tuchel","fall_reg1",0,0,1,35,"mena"
"Tuchel","fall_reg2",0,0,2,36,"mena"
"Tuchel","fall_reg3",0,0,3,36,"mena"
"Tuchel","fall_maj",0,0,4,36,"mena"
"Tuchel","win_reg1",0,0,5,36,"mena"
"Tuchel","win_reg2",110,110,6,16,"mena"
"Tuchel","win_reg3",-110,0,7,37,"mena"
"Tuchel","win_maj",0,0,8,37,"mena"
"Tuchel","spr_reg1",0,0,9,38,"mena"
"Tuchel","spr_reg2",0,0,10,38,"mena"
"Tuchel","spr_reg3",0,0,11,38,"mena"
"Tuchel","spr_maj",0,0,12,38,"mena"
"Uchiha","fall_reg1",0,0,1,36,"mena"
"Uchiha","fall_reg2",150,150,2,11,"mena"
"Uchiha","fall_reg3",110,260,3,10,"mena"
"Uchiha","fall_maj",0,260,4,10,"mena"
"Uchiha","win_reg1",0,260,5,11,"mena"
"Uchiha","win_reg2",0,260,6,10,"mena"
"Uchiha","win_reg3",0,260,7,13,"mena"
"Uchiha","win_maj",0,260,8,13,"mena"
"Uchiha","spr_reg1",0,260,9,14,"mena"
"Uchiha","spr_reg2",0,260,10,14,"mena"
"Uchiha","spr_reg3",0,260,11,14,"mena"
"Uchiha","spr_maj",0,260,12,14,"mena"
"Wolves","fall_reg1",0,0,1,37,"mena"
"Wolves","fall_reg2",0,0,2,37,"mena"
"Wolves","fall_reg3",0,0,3,37,"mena"
"Wolves","fall_maj",0,0,4,37,"mena"
"Wolves","win_reg1",0,0,5,37,"mena"
"Wolves","win_reg2",60,60,6,20,"mena"
"Wolves","win_reg3",-60,0,7,38,"mena"
"Wolves","win_maj",0,0,8,38,"mena"
"Wolves","spr_reg1",0,0,9,39,"mena"
"Wolves","spr_reg2",0,0,10,39,"mena"
"Wolves","spr_reg3",0,0,11,39,"mena"
"Wolves","spr_maj",0,0,12,39,"mena"
"You're Throwing","fall_reg1",70,70,1,14,"mena"
"You're Throwing","fall_reg2",0,70,2,17,"mena"
"You're Throwing","fall_reg3",40,110,3,16,"mena"
"You're Throwing","fall_maj",0,110,4,16,"mena"
"You're Throwing","win_reg1",-40,70,5,17,"mena"
"You're Throwing","win_reg2",0,70,6,17,"mena"
"You're Throwing","win_reg3",0,70,7,18,"mena"
"You're Throwing","win_maj",0,70,8,18,"mena"
"You're Throwing","spr_reg1",0,70,9,21,"mena"
"You're Throwing","spr_reg2",0,70,10,22,"mena"
"You're Throwing","spr_reg3",0,70,11,23,"mena"
"You're Throwing","spr_maj",0,70,12,23,"mena"
"YT Immortals","fall_reg1",0,0,1,38,"mena"
"YT Immortals","fall_reg2",0,0,2,38,"mena"
"YT Immortals","fall_reg3",0,0,3,38,"mena"
"YT Immortals","fall_maj",0,0,4,38,"mena"
"YT Immortals","win_reg1",0,0,5,38,"mena"
"YT Immortals","win_reg2",60,60,6,21,"mena"
"YT Immortals","win_reg3",60,120,7,15,"mena"
"YT Immortals","win_maj",0,120,8,15,"mena"
"YT Immortals","spr_reg1",0,120,9,17,"mena"
"YT Immortals","spr_reg2",0,120,10,19,"mena"
"YT Immortals","spr_reg3",0,120,11,20,"mena"
"YT Immortals","spr_maj",0,120,12,20,"mena"
"Tokyo Verdy Esports","fall_reg1",301,301,1,1,"apacn"
"Tokyo Verdy Esports","fall_reg2",301,602,2,1,"apacn"
"Tokyo Verdy Esports","fall_reg3",301,903,3,1,"apacn"
"Tokyo Verdy Esports","fall_maj",80,983,4,1,"apacn"
"Tokyo Verdy Esports","win_reg1",300,1283,5,1,"apacn"
"Tokyo Verdy Esports","win_reg2",351,1634,6,1,"apacn"
"Tokyo Verdy Esports","win_reg3",351,1985,7,1,"apacn"
"Tokyo Verdy Esports","win_maj",0,1985,8,1,"apacn"
"Tokyo Verdy Esports","spr_reg1",401,2386,9,1,"apacn"
"Tokyo Verdy Esports","spr_reg2",350,2736,10,1,"apacn"
"Tokyo Verdy Esports","spr_reg3",350,3086,11,1,"apacn"
"Tokyo Verdy Esports","spr_maj",0,3086,12,1,"apacn"
"DeToNator","fall_reg1",150,150,1,6,"apacn"
"DeToNator","fall_reg2",250,400,2,2,"apacn"
"DeToNator","fall_reg3",200,600,3,3,"apacn"
"DeToNator","fall_maj",0,600,4,3,"apacn"
"DeToNator","win_reg1",260,860,5,3,"apacn"
"DeToNator","win_reg2",300,1160,6,3,"apacn"
"DeToNator","win_reg3",260,1420,7,3,"apacn"
"DeToNator","win_maj",120,1540,8,2,"apacn"
"DeToNator","spr_reg1",350,1890,9,2,"apacn"
"DeToNator","spr_reg2",401,2291,10,2,"apacn"
"DeToNator","spr_reg3",401,2692,11,2,"apacn"
"DeToNator","spr_maj",0,2692,12,2,"apacn"
"AGELITE","fall_reg1",150,150,1,5,"apacn"
"AGELITE","fall_reg2",200,350,2,5,"apacn"
"AGELITE","fall_reg3",200,550,3,4,"apacn"
"AGELITE","fall_maj",0,550,4,4,"apacn"
"AGELITE","win_reg1",351,901,5,2,"apacn"
"AGELITE","win_reg2",260,1161,6,2,"apacn"
"AGELITE","win_reg3",300,1461,7,2,"apacn"
"AGELITE","win_maj",0,1461,8,3,"apacn"
"AGELITE","spr_reg1",300,1761,9,3,"apacn"
"AGELITE","spr_reg2",300,2061,10,3,"apacn"
"AGELITE","spr_reg3",300,2361,11,3,"apacn"
"AGELITE","spr_maj",0,2361,12,3,"apacn"
"Xayfhers","fall_reg1",150,150,1,8,"apacn"
"Xayfhers","fall_reg2",150,300,2,7,"apacn"
"Xayfhers","fall_reg3",150,450,3,6,"apacn"
"Xayfhers","fall_maj",0,450,4,6,"apacn"
"Xayfhers","win_reg1",160,610,5,5,"apacn"
"Xayfhers","win_reg2",190,800,6,5,"apacn"
"Xayfhers","win_reg3",160,960,7,5,"apacn"
"Xayfhers","win_maj",0,960,8,5,"apacn"
"Xayfhers","spr_reg1",210,1170,9,5,"apacn"
"Xayfhers","spr_reg2",210,1380,10,4,"apacn"
"Xayfhers","spr_reg3",210,1590,11,4,"apacn"
"Xayfhers","spr_maj",0,1590,12,4,"apacn"
"Method2Madness","fall_reg1",200,200,1,4,"apacn"
"Method2Madness","fall_reg2",150,350,2,6,"apacn"
"Method2Madness","fall_reg3",70,420,3,7,"apacn"
"Method2Madness","fall_maj",0,420,4,7,"apacn"
"Method2Madness","win_reg1",110,530,5,6,"apacn"
"Method2Madness","win_reg2",110,640,6,6,"apacn"
"Method2Madness","win_reg3",110,750,7,6,"apacn"
"Method2Madness","win_maj",0,750,8,6,"apacn"
"Method2Madness","spr_reg1",130,880,9,6,"apacn"
"Method2Madness","spr_reg2",180,1060,10,5,"apacn"
"Method2Madness","spr_reg3",180,1240,11,5,"apacn"
"Method2Madness","spr_maj",0,1240,12,5,"apacn"
"SHIROGANE","fall_reg1",0,0,1,29,"apacn"
